length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,suspicious_tld,statistical_report,nb_hyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,sfh,iframe,popup_window,safe_anchor,onmouseover,right_click,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
-0.092131205,0.083025794,-0.091548459,0.384761746,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,0.628209035,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,-1.428248444,0,0,1.241649895,-0.594576023,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
-0.327836712,-0.473291641,-0.091548459,-0.353376347,0.959489297,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,1.241649895,1.487319667,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
0.397411,-0.658730787,-0.091548459,-1.091514441,3.83443582,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,-1.428248444,0,0,1.241649895,-0.459754465,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-1.222284216,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
-0.545411025,-1.029609077,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,-1.428248444,0,0,-0.805380006,0.127371676,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,-0.398740666,-1.222284216,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.654198182,-0.473291641,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,1.241649895,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
-0.182787169,0.175745367,-0.091548459,0.384761746,-0.477983964,-0.142598681,2.356473083,-0.197648409,0,0.711102483,-0.297104015,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,-1.428248444,0,0,-0.805380006,-0.375160546,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,2.507895695,1.100553691,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.545411025,0.083025794,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,1.241649895,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
-0.200918362,-0.009693779,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,0.377481962,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,0.076835337,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.491017447,0.175745367,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.617935797,-0.195132924,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,-0.805380006,1.063229804,1.983029059,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
0.034787144,-0.658730787,-0.091548459,0.384761746,0.480331544,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,1.440065097,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,-1.428248444,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,2.507895695,1.100553691,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
0.089180723,-0.473291641,-0.091548459,-0.353376347,1.438647051,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,1.241649895,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,-0.888894327,-0.054621452,9.627487969,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
-0.38223029,-0.936889504,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,0.377481962,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,-1.428248444,0,0,-0.805380006,0.52444291,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-1.222284216,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.237180748,-0.473291641,-0.091548459,-1.091514441,0.959489297,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-1.222284216,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
1.177052291,2.679173826,-0.091548459,1.12289984,0.00117379,-0.142598681,2.356473083,2.249936986,0,2.721217822,1.553522084,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,0.471156294,-0.270699562,-0.031037184,-0.019993366,0.694615197,3.462461027,2.507895695,2.261972645,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.364099097,1.01022152,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,1.241649895,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.454755061,0.546623657,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,1.241649895,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
0.197967879,0.268464939,-0.091548459,-0.353376347,2.876120313,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,0.377481962,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
0.125443108,1.937417246,-0.091548459,1.12289984,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,1.215601663,-0.270699562,-0.031037184,-0.019993366,0.694615197,3.462461027,2.507895695,2.261972645,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
1.847906424,-0.658730787,-0.091548459,1.12289984,3.83443582,6.299705345,-0.387464095,2.249936986,0,0.711102483,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,3.272868365,0,-0.009353968,1.11467286,-1.428248444,0,0,-0.805380006,3.867769417,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.636066989,-0.287852496,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
0.052918337,-0.380572069,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,3.25205156,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.454755061,0.639343229,-0.091548459,1.12289984,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,2.20297131,3.1702611,-0.031037184,-0.019993366,0.694615197,-0.288811915,2.507895695,2.261972645,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.001475241,-0.658730787,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,0.628209035,-0.080831142,-0.083467142,0.908773529,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-1.222284216,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
0.089180723,-0.380572069,-0.091548459,-0.353376347,-0.477983964,-0.142598681,2.356473083,-0.197648409,0,0.711102483,-0.297104015,-0.080831142,-0.083467142,-0.153809606,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,1.241649895,1.779100502,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
-0.472886254,0.453904084,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,-1.428248444,0,0,1.241649895,-0.594576023,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
0.941346784,0.268464939,-0.091548459,1.861037934,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,0.711102483,1.553522084,-0.080831142,-0.083467142,3.0339398,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-1.222284216,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.364099097,1.195660665,-0.091548459,-0.353376347,1.438647051,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-1.216392741,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,-0.398740666,-0.060865263,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
-0.690460568,-0.844169932,-0.091548459,-0.353376347,0.00117379,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,-1.428248444,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
-0.545411025,0.268464939,-0.091548459,-0.353376347,0.00117379,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-1.216392741,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,-0.398740666,-0.060865263,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,0
0.415542193,0.824782375,-0.091548459,-0.353376347,0.480331544,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,1.440065097,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-1.222284216,-0.888894327,-0.054621452,9.627487969,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
-0.581673411,-0.380572069,-0.091548459,-0.353376347,-0.477983964,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,-0.685101174,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,-0.897124202,0.700158298,0,0,-0.805380006,-0.594576023,-0.270699562,-0.031037184,-0.019993366,0.694615197,-0.288811915,-0.398740666,-0.060865263,-0.888894327,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
0.669378892,0.453904084,-0.091548459,-0.353376347,0.480331544,-0.142598681,-0.387464095,-0.197648409,0,-0.293955187,-0.297104015,-0.080831142,-0.083467142,2.502648232,-0.026465123,-0.116135149,-0.038983835,-0.103841967,0,-0.009353968,1.11467286,-1.428248444,0,0,-0.805380006,2.716806535,-0.270699562,-0.031037184,-0.019993366,-1.439646014,-0.288811915,-0.398740666,-0.060865263,1.124993117,-0.054621452,-0.103869255,0,0,0.080040573,0.080040573,0.080040573,0.080040573,0,0,0,0,0,0,0,0,0,-0.009353968,0,0,0,0,0,0,0,0,0,0,1
