length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,suspicious_tld,statistical_report,nb_hyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,sfh,iframe,popup_window,safe_anchor,onmouseover,right_click,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
56,22,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
43,16,0,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.18604651162790697,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
83,14,0,1,9,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,1,1,0.012048192771084338,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
31,10,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,0,0.06451612903225806,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
51,23,0,3,0,0,1,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,1,1,0,0.0196078431372549,0.0,0,0,0,0,1,2,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
50,21,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,1,0,0.06,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
34,23,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,0,0.14814814814814814,0.21052631578947367,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
63,14,0,3,2,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,1,0,1,1,0,0.0,0.0,0,0,0,0,1,2,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
66,16,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
40,11,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,1,1,0,0.1,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
48,16,0,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
126,50,0,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.09523809523809523,0.0,0,0,1,1,1,3,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
41,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
36,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
72,24,0,2,7,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
68,42,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.16176470588235295,0.0,0,0,1,1,1,3,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
163,14,0,4,9,1,0,2,0,1,0,0,0,3,0,1,0,2,1,0,1,0,1,1,0,0.3987730061349693,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
64,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.34375,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
36,28,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.25,0.32142857142857145,0,0,1,0,1,3,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
61,14,0,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
66,17,0,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,1,0,0,1,1,1,1,0.21212121212121213,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
35,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
113,24,0,5,0,0,0,0,0,1,2,0,0,10,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
41,34,0,2,4,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
23,12,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
31,24,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
84,30,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
29,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
98,26,0,2,2,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,1,0,1,1,0,0.29591836734693877,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
15,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
65,22,0,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
131,27,0,2,1,0,1,0,0,1,4,0,0,7,0,3,0,0,1,0,0,1,1,1,1,0.030534351145038167,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
50,23,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
51,32,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
45,11,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,0,1,1,1,0.13333333333333333,0.0,0,0,0,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
159,14,0,2,0,0,1,1,0,2,0,0,0,8,0,1,0,1,1,0,0,0,1,1,0,0.27044025157232704,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
44,22,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,1,0.22727272727272727,0.13636363636363635,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
103,19,0,3,1,1,1,0,0,1,0,0,0,4,0,1,0,0,1,0,0,1,1,1,1,0.07766990291262135,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
46,20,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,1,2,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
45,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
51,26,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,0,1,1,0,0.0,0.0,0,0,0,0,1,2,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
38,19,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
81,27,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.2839506172839506,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
112,31,0,2,10,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
39,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
99,15,0,2,2,0,0,0,0,0,2,0,0,7,0,1,0,0,1,0,0,1,1,1,1,0.08080808080808081,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
45,27,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
60,35,0,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,0,0.03333333333333333,0.05714285714285714,0,0,1,0,1,3,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
74,19,0,3,0,0,0,0,0,0,3,0,0,10,0,1,0,0,1,0,0,1,1,1,0,0.08108108108108109,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
61,18,0,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
40,32,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,1,1,0.125,0.15625,0,0,0,0,1,3,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
52,24,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.038461538461538464,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
88,24,0,7,1,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,1,2,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
74,12,0,2,0,0,1,0,0,1,0,0,1,4,0,1,0,0,1,0,0,1,1,1,0,0.02702702702702703,0.0,0,0,1,0,0,0,0,0,1,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
46,16,0,2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.06521739130434782,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
54,17,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
54,21,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
38,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
67,15,0,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
62,13,0,5,1,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
59,17,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,1,1,0,0.06779661016949153,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
57,38,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.017543859649122806,0.02631578947368421,0,0,1,0,1,2,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
32,12,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
46,25,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
37,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
36,29,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,1,0,0.027777777777777776,0.034482758620689655,0,0,0,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
52,18,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,1,1,1,0,0.038461538461538464,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.25,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
34,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
27,19,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,1,0,0.0,0.0,0,0,0,0,1,2,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
92,22,0,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,1,1,1,0,0.30434782608695654,0.0,0,0,0,1,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
102,12,0,2,7,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,1,1,1,1,0,0.058823529411764705,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
32,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,1,1,1,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
119,24,0,4,1,0,1,0,0,0,2,0,0,9,0,1,0,0,1,0,0,1,1,1,0,0.008403361344537815,0.0,0,0,1,0,0,1,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
59,21,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,1,1,1,1,0.06779661016949153,0.0,0,0,1,0,0,1,1,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
54,19,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,6995.0,6995.0,6995.0,6995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
